id,year,age,number_of_visits,county
5693,2009,All Ages,434.0,Monterey
5694,2009,Children (0-17),259.0,Monterey
5695,2009,Adults (18+),175.0,Monterey
5696,2009,All Ages,349.0,Monterey
5697,2009,Children (0-17),172.0,Monterey
5698,2009,Adults (18+),177.0,Monterey
5699,2009,All Ages,98.0,Monterey
5700,2009,Children (0-17),36.0,Monterey
5701,2009,Adults (18+),62.0,Monterey
5702,2009,All Ages,20.0,Monterey
5703,2009,Children (0-17),12.0,Monterey
5704,2009,Adults (18+),0.0,Monterey
5705,2009,All Ages,22.0,Monterey
5706,2009,Children (0-17),0.0,Monterey
5707,2009,Adults (18+),13.0,Monterey
5708,2009,All Ages,58.0,Monterey
5709,2009,Children (0-17),29.0,Monterey
5710,2009,Adults (18+),29.0,Monterey
5711,2009,All Ages,43.0,Monterey
5712,2009,Children (0-17),14.0,Monterey
5713,2009,Adults (18+),29.0,Monterey
5714,2009,All Ages,121.0,Monterey
5715,2009,Children (0-17),46.0,Monterey
5716,2009,Adults (18+),75.0,Monterey
5717,2009,All Ages,77.0,Monterey
5718,2009,Children (0-17),33.0,Monterey
5719,2009,Adults (18+),44.0,Monterey
5720,2009,All Ages,36.0,Monterey
5721,2009,Children (0-17),0.0,Monterey
5722,2009,Adults (18+),28.0,Monterey
5723,2009,All Ages,194.0,Monterey
5724,2009,Children (0-17),90.0,Monterey
5725,2009,Adults (18+),104.0,Monterey
5726,2009,All Ages,42.0,Monterey
5727,2009,Children (0-17),22.0,Monterey
5728,2009,Adults (18+),20.0,Monterey
5729,2009,All Ages,60.0,San Mateo
5730,2009,Children (0-17),16.0,San Mateo
5731,2009,Adults (18+),44.0,San Mateo
5732,2009,All Ages,17.0,San Mateo
5733,2009,Children (0-17),0.0,San Mateo
5734,2009,Adults (18+),12.0,San Mateo
5735,2009,All Ages,114.0,San Mateo
5736,2009,Children (0-17),29.0,San Mateo
5737,2009,Adults (18+),85.0,San Mateo
5738,2009,All Ages,307.0,San Mateo
5739,2009,Children (0-17),85.0,San Mateo
5740,2009,Adults (18+),222.0,San Mateo
5741,2009,All Ages,339.0,San Mateo
5742,2009,Children (0-17),92.0,San Mateo
5743,2009,Adults (18+),247.0,San Mateo
5744,2009,All Ages,57.0,San Mateo
5745,2009,Children (0-17),25.0,San Mateo
5746,2009,Adults (18+),32.0,San Mateo
5747,2009,All Ages,14.0,Santa Clara
5748,2009,Children (0-17),0.0,Santa Clara
5749,2009,Adults (18+),0.0,Santa Clara
5750,2009,All Ages,19.0,Santa Clara
5751,2009,Children (0-17),0.0,Santa Clara
5752,2009,Adults (18+),0.0,Santa Clara
5753,2009,All Ages,89.0,San Mateo
5754,2009,Children (0-17),51.0,San Mateo
5755,2009,Adults (18+),38.0,San Mateo
5756,2009,All Ages,75.0,San Mateo
5757,2009,Children (0-17),19.0,San Mateo
5758,2009,Adults (18+),56.0,San Mateo
5759,2009,All Ages,59.0,Santa Clara
5760,2009,Children (0-17),17.0,Santa Clara
5761,2009,Adults (18+),42.0,Santa Clara
5762,2009,All Ages,22.0,Santa Clara
5763,2009,Children (0-17),0.0,Santa Clara
5764,2009,Adults (18+),19.0,Santa Clara
5765,2009,All Ages,70.0,Santa Clara
5766,2009,Children (0-17),30.0,Santa Clara
5767,2009,Adults (18+),40.0,Santa Clara
5768,2009,All Ages,192.0,San Mateo
5769,2009,Children (0-17),54.0,San Mateo
5770,2009,Adults (18+),138.0,San Mateo
5771,2009,All Ages,143.0,San Mateo
5772,2009,Children (0-17),53.0,San Mateo
5773,2009,Adults (18+),90.0,San Mateo
5774,2009,All Ages,59.0,San Mateo
5775,2009,Children (0-17),13.0,San Mateo
5776,2009,Adults (18+),46.0,San Mateo
5777,2009,All Ages,221.0,San Mateo
5778,2009,Children (0-17),82.0,San Mateo
5779,2009,Adults (18+),139.0,San Mateo
5780,2009,All Ages,21.0,San Mateo
5781,2009,Children (0-17),0.0,San Mateo
5782,2009,Adults (18+),0.0,San Mateo
5783,2009,All Ages,221.0,San Mateo
5784,2009,Children (0-17),70.0,San Mateo
5785,2009,Adults (18+),151.0,San Mateo
5786,2009,All Ages,69.0,San Mateo
5787,2009,Children (0-17),28.0,San Mateo
5788,2009,Adults (18+),41.0,San Mateo
5789,2009,All Ages,365.0,San Mateo
5790,2009,Children (0-17),103.0,San Mateo
5791,2009,Adults (18+),262.0,San Mateo
5792,2009,All Ages,71.0,Santa Clara
5793,2009,Children (0-17),25.0,Santa Clara
5794,2009,Adults (18+),46.0,Santa Clara
5795,2009,All Ages,104.0,Santa Clara
5796,2009,Children (0-17),39.0,Santa Clara
5797,2009,Adults (18+),65.0,Santa Clara
5798,2009,All Ages,63.0,Santa Clara
5799,2009,Children (0-17),25.0,Santa Clara
5800,2009,Adults (18+),38.0,Santa Clara
5801,2009,All Ages,47.0,Santa Clara
5802,2009,Children (0-17),17.0,Santa Clara
5803,2009,Adults (18+),30.0,Santa Clara
5804,2009,All Ages,238.0,San Francisco
5805,2009,Children (0-17),20.0,San Francisco
5806,2009,Adults (18+),218.0,San Francisco
5807,2009,All Ages,159.0,San Francisco
5808,2009,Children (0-17),18.0,San Francisco
5809,2009,Adults (18+),141.0,San Francisco
5810,2009,All Ages,69.0,San Francisco
5811,2009,Children (0-17),21.0,San Francisco
5812,2009,Adults (18+),48.0,San Francisco
5813,2009,All Ages,36.0,San Francisco
5814,2009,Children (0-17),0.0,San Francisco
5815,2009,Adults (18+),32.0,San Francisco
5816,2009,All Ages,222.0,San Francisco
5817,2009,Children (0-17),25.0,San Francisco
5818,2009,Adults (18+),197.0,San Francisco
5819,2009,All Ages,385.0,San Francisco
5820,2009,Children (0-17),114.0,San Francisco
5821,2009,Adults (18+),271.0,San Francisco
5822,2009,All Ages,25.0,San Francisco
5823,2009,Children (0-17),0.0,San Francisco
5824,2009,Adults (18+),25.0,San Francisco
5825,2009,All Ages,354.0,San Francisco
5826,2009,Children (0-17),126.0,San Francisco
5827,2009,Adults (18+),228.0,San Francisco
5828,2009,All Ages,67.0,San Francisco
5829,2009,Children (0-17),0.0,San Francisco
5830,2009,Adults (18+),59.0,San Francisco
5831,2009,All Ages,171.0,San Francisco
5832,2009,Children (0-17),34.0,San Francisco
5833,2009,Adults (18+),137.0,San Francisco
5834,2009,All Ages,85.0,San Francisco
5835,2009,Children (0-17),37.0,San Francisco
5836,2009,Adults (18+),48.0,San Francisco
5837,2009,All Ages,122.0,San Francisco
5838,2009,Children (0-17),24.0,San Francisco
5839,2009,Adults (18+),98.0,San Francisco
5840,2009,All Ages,71.0,San Francisco
5841,2009,Children (0-17),30.0,San Francisco
5842,2009,Adults (18+),41.0,San Francisco
5843,2009,All Ages,94.0,San Francisco
5844,2009,Children (0-17),42.0,San Francisco
5845,2009,Adults (18+),52.0,San Francisco
5846,2009,All Ages,129.0,San Francisco
5847,2009,Children (0-17),35.0,San Francisco
5848,2009,Adults (18+),94.0,San Francisco
5849,2009,All Ages,25.0,San Francisco
5850,2009,Children (0-17),0.0,San Francisco
5851,2009,Adults (18+),18.0,San Francisco
5852,2009,All Ages,381.0,San Francisco
5853,2009,Children (0-17),132.0,San Francisco
5854,2009,Adults (18+),249.0,San Francisco
5855,2009,All Ages,43.0,San Francisco
5856,2009,Children (0-17),18.0,San Francisco
5857,2009,Adults (18+),25.0,San Francisco
5858,2009,All Ages,37.0,San Francisco
5859,2009,Children (0-17),0.0,San Francisco
5860,2009,Adults (18+),27.0,San Francisco
5861,2009,All Ages,80.0,San Francisco
5862,2009,Children (0-17),16.0,San Francisco
5863,2009,Adults (18+),64.0,San Francisco
5864,2009,All Ages,77.0,San Francisco
5865,2009,Children (0-17),14.0,San Francisco
5866,2009,Adults (18+),63.0,San Francisco
5867,2009,All Ages,70.0,San Francisco
5868,2009,Children (0-17),13.0,San Francisco
5869,2009,Adults (18+),57.0,San Francisco
5870,2009,All Ages,266.0,San Francisco
5871,2009,Children (0-17),103.0,San Francisco
5872,2009,Adults (18+),163.0,San Francisco
5873,2009,All Ages,13.0,Santa Clara
5874,2009,Children (0-17),0.0,Santa Clara
5875,2009,Adults (18+),0.0,Santa Clara
5876,2009,All Ages,276.0,Santa Clara
5877,2009,Children (0-17),134.0,Santa Clara
5878,2009,Adults (18+),142.0,Santa Clara
5879,2009,All Ages,28.0,Santa Clara
5880,2009,Children (0-17),0.0,Santa Clara
5881,2009,Adults (18+),17.0,Santa Clara
5882,2009,All Ages,180.0,San Mateo
5883,2009,Children (0-17),72.0,San Mateo
5884,2009,Adults (18+),108.0,San Mateo
5885,2009,All Ages,61.0,San Mateo
5886,2009,Children (0-17),16.0,San Mateo
5887,2009,Adults (18+),45.0,San Mateo
5888,2009,All Ages,156.0,San Mateo
5889,2009,Children (0-17),46.0,San Mateo
5890,2009,Adults (18+),110.0,San Mateo
5891,2009,All Ages,67.0,San Mateo
5892,2009,Children (0-17),22.0,San Mateo
5893,2009,Adults (18+),45.0,San Mateo
5894,2009,All Ages,321.0,Alameda
5895,2009,Children (0-17),132.0,Alameda
5896,2009,Adults (18+),189.0,Alameda
5897,2009,All Ages,37.0,Alameda
5898,2009,Children (0-17),20.0,Alameda
5899,2009,Adults (18+),17.0,Alameda
5900,2009,All Ages,103.0,Napa
5901,2009,Children (0-17),33.0,Napa
5902,2009,Adults (18+),70.0,Napa
5903,2009,All Ages,36.0,Contra Costa
5904,2009,Children (0-17),14.0,Contra Costa
5905,2009,Adults (18+),22.0,Contra Costa
5906,2009,All Ages,44.0,Contra Costa
5907,2009,Children (0-17),19.0,Contra Costa
5908,2009,Adults (18+),25.0,Contra Costa
5909,2009,All Ages,34.0,Contra Costa
5910,2009,Children (0-17),17.0,Contra Costa
5911,2009,Adults (18+),17.0,Contra Costa
5912,2009,All Ages,884.0,Contra Costa
5913,2009,Children (0-17),280.0,Contra Costa
5914,2009,Adults (18+),604.0,Contra Costa
5915,2009,All Ages,85.0,Solano
5916,2009,Children (0-17),35.0,Solano
5917,2009,Adults (18+),50.0,Solano
5918,2009,All Ages,296.0,Contra Costa
5919,2009,Children (0-17),123.0,Contra Costa
5920,2009,Adults (18+),173.0,Contra Costa
5921,2009,All Ages,26.0,Contra Costa
5922,2009,Children (0-17),0.0,Contra Costa
5923,2009,Adults (18+),19.0,Contra Costa
5924,2009,All Ages,37.0,Contra Costa
5925,2009,Children (0-17),13.0,Contra Costa
5926,2009,Adults (18+),24.0,Contra Costa
5927,2009,All Ages,181.0,Contra Costa
5928,2009,Children (0-17),45.0,Contra Costa
5929,2009,Adults (18+),136.0,Contra Costa
5930,2009,All Ages,148.0,Contra Costa
5931,2009,Children (0-17),42.0,Contra Costa
5932,2009,Adults (18+),106.0,Contra Costa
5933,2009,All Ages,395.0,Contra Costa
5934,2009,Children (0-17),118.0,Contra Costa
5935,2009,Adults (18+),277.0,Contra Costa
5936,2009,All Ages,189.0,Contra Costa
5937,2009,Children (0-17),62.0,Contra Costa
5938,2009,Adults (18+),127.0,Contra Costa
5939,2009,All Ages,142.0,Contra Costa
5940,2009,Children (0-17),38.0,Contra Costa
5941,2009,Adults (18+),104.0,Contra Costa
5942,2009,All Ages,14.0,Contra Costa
5943,2009,Children (0-17),0.0,Contra Costa
5944,2009,Adults (18+),13.0,Contra Costa
5945,2009,All Ages,76.0,Contra Costa
5946,2009,Children (0-17),22.0,Contra Costa
5947,2009,Adults (18+),54.0,Contra Costa
5948,2009,All Ages,82.0,Contra Costa
5949,2009,Children (0-17),41.0,Contra Costa
5950,2009,Adults (18+),41.0,Contra Costa
5951,2009,All Ages,312.0,Contra Costa
5952,2009,Children (0-17),121.0,Contra Costa
5953,2009,Adults (18+),191.0,Contra Costa
5954,2009,All Ages,668.0,Solano
5955,2009,Children (0-17),222.0,Solano
5956,2009,Adults (18+),446.0,Solano
5957,2009,All Ages,126.0,Solano
5958,2009,Children (0-17),66.0,Solano
5959,2009,Adults (18+),60.0,Solano
5960,2009,All Ages,382.0,Alameda
5961,2009,Children (0-17),154.0,Alameda
5962,2009,Adults (18+),228.0,Alameda
5963,2009,All Ages,385.0,Alameda
5964,2009,Children (0-17),148.0,Alameda
5965,2009,Adults (18+),237.0,Alameda
5966,2009,All Ages,98.0,Alameda
5967,2009,Children (0-17),43.0,Alameda
5968,2009,Adults (18+),55.0,Alameda
5969,2009,All Ages,652.0,Alameda
5970,2009,Children (0-17),247.0,Alameda
5971,2009,Adults (18+),405.0,Alameda
5972,2009,All Ages,50.0,Alameda
5973,2009,Children (0-17),0.0,Alameda
5974,2009,Adults (18+),39.0,Alameda
5975,2009,All Ages,735.0,Alameda
5976,2009,Children (0-17),305.0,Alameda
5977,2009,Adults (18+),430.0,Alameda
5978,2009,All Ages,321.0,Alameda
5979,2009,Children (0-17),102.0,Alameda
5980,2009,Adults (18+),219.0,Alameda
5981,2009,All Ages,238.0,Alameda
5982,2009,Children (0-17),55.0,Alameda
5983,2009,Adults (18+),183.0,Alameda
5984,2009,All Ages,135.0,Contra Costa
5985,2009,Children (0-17),45.0,Contra Costa
5986,2009,Adults (18+),90.0,Contra Costa
5987,2009,All Ages,60.0,Contra Costa
5988,2009,Children (0-17),18.0,Contra Costa
5989,2009,Adults (18+),42.0,Contra Costa
5990,2009,All Ages,194.0,Alameda
5991,2009,Children (0-17),66.0,Alameda
5992,2009,Adults (18+),128.0,Alameda
5993,2009,All Ages,100.0,Alameda
5994,2009,Children (0-17),41.0,Alameda
5995,2009,Adults (18+),59.0,Alameda
5996,2009,All Ages,40.0,Alameda
5997,2009,Children (0-17),0.0,Alameda
5998,2009,Adults (18+),30.0,Alameda
5999,2009,All Ages,317.0,Contra Costa
6000,2009,Children (0-17),73.0,Contra Costa
6001,2009,Adults (18+),244.0,Contra Costa
6002,2009,All Ages,139.0,Alameda
6003,2009,Children (0-17),58.0,Alameda
6004,2009,Adults (18+),81.0,Alameda
6005,2009,All Ages,25.0,Contra Costa
6006,2009,Children (0-17),0.0,Contra Costa
6007,2009,Adults (18+),14.0,Contra Costa
6008,2009,All Ages,268.0,Napa
6009,2009,Children (0-17),83.0,Napa
6010,2009,Adults (18+),185.0,Napa
6011,2009,All Ages,124.0,Napa
6012,2009,Children (0-17),31.0,Napa
6013,2009,Adults (18+),93.0,Napa
6014,2009,All Ages,232.0,Alameda
6015,2009,Children (0-17),110.0,Alameda
6016,2009,Adults (18+),122.0,Alameda
6017,2009,All Ages,262.0,Contra Costa
6018,2009,Children (0-17),107.0,Contra Costa
6019,2009,Adults (18+),155.0,Contra Costa
6020,2009,All Ages,27.0,Contra Costa
6021,2009,Children (0-17),0.0,Contra Costa
6022,2009,Adults (18+),16.0,Contra Costa
6023,2009,All Ages,100.0,Contra Costa
6024,2009,Children (0-17),36.0,Contra Costa
6025,2009,Adults (18+),64.0,Contra Costa
6026,2009,All Ages,1088.0,Contra Costa
6027,2009,Children (0-17),356.0,Contra Costa
6028,2009,Adults (18+),732.0,Contra Costa
6029,2009,All Ages,118.0,Alameda
6030,2009,Children (0-17),51.0,Alameda
6031,2009,Adults (18+),67.0,Alameda
6032,2009,All Ages,171.0,Alameda
6033,2009,Children (0-17),60.0,Alameda
6034,2009,Adults (18+),111.0,Alameda
6035,2009,All Ages,34.0,Solano
6036,2009,Children (0-17),0.0,Solano
6037,2009,Adults (18+),23.0,Solano
6038,2009,All Ages,94.0,Contra Costa
6039,2009,Children (0-17),21.0,Contra Costa
6040,2009,Adults (18+),73.0,Contra Costa
6041,2009,All Ages,22.0,Napa
6042,2009,Children (0-17),0.0,Napa
6043,2009,Adults (18+),14.0,Napa
6044,2009,All Ages,304.0,Alameda
6045,2009,Children (0-17),107.0,Alameda
6046,2009,Adults (18+),197.0,Alameda
6047,2009,All Ages,356.0,Alameda
6048,2009,Children (0-17),133.0,Alameda
6049,2009,Adults (18+),223.0,Alameda
6050,2009,All Ages,128.0,Alameda
6051,2009,Children (0-17),40.0,Alameda
6052,2009,Adults (18+),88.0,Alameda
6053,2009,All Ages,206.0,Alameda
6054,2009,Children (0-17),83.0,Alameda
6055,2009,Adults (18+),123.0,Alameda
6056,2009,All Ages,123.0,Contra Costa
6057,2009,Children (0-17),67.0,Contra Costa
6058,2009,Adults (18+),56.0,Contra Costa
6059,2009,All Ages,122.0,Contra Costa
6060,2009,Children (0-17),51.0,Contra Costa
6061,2009,Adults (18+),71.0,Contra Costa
6062,2009,All Ages,221.0,Solano
6063,2009,Children (0-17),81.0,Solano
6064,2009,Adults (18+),140.0,Solano
6065,2009,All Ages,480.0,Alameda
6066,2009,Children (0-17),197.0,Alameda
6067,2009,Adults (18+),283.0,Alameda
6068,2009,All Ages,84.0,Alameda
6069,2009,Children (0-17),31.0,Alameda
6070,2009,Adults (18+),53.0,Alameda
6071,2009,All Ages,312.0,Solano
6072,2009,Children (0-17),99.0,Solano
6073,2009,Adults (18+),213.0,Solano
6074,2009,All Ages,461.0,Solano
6075,2009,Children (0-17),124.0,Solano
6076,2009,Adults (18+),337.0,Solano
6077,2009,All Ages,375.0,Solano
6078,2009,Children (0-17),146.0,Solano
6079,2009,Adults (18+),229.0,Solano
6080,2009,All Ages,49.0,Contra Costa
6081,2009,Children (0-17),0.0,Contra Costa
6082,2009,Adults (18+),39.0,Contra Costa
6083,2009,All Ages,62.0,Contra Costa
6084,2009,Children (0-17),13.0,Contra Costa
6085,2009,Adults (18+),49.0,Contra Costa
6086,2009,All Ages,56.0,Contra Costa
6087,2009,Children (0-17),14.0,Contra Costa
6088,2009,Adults (18+),42.0,Contra Costa
6089,2009,All Ages,42.0,Contra Costa
6090,2009,Children (0-17),0.0,Contra Costa
6091,2009,Adults (18+),32.0,Contra Costa
6092,2009,All Ages,589.0,Alameda
6093,2009,Children (0-17),282.0,Alameda
6094,2009,Adults (18+),307.0,Alameda
6095,2009,All Ages,174.0,Alameda
6096,2009,Children (0-17),74.0,Alameda
6097,2009,Adults (18+),100.0,Alameda
6098,2009,All Ages,543.0,Alameda
6099,2009,Children (0-17),232.0,Alameda
6100,2009,Adults (18+),311.0,Alameda
6101,2009,All Ages,574.0,Alameda
6102,2009,Children (0-17),229.0,Alameda
6103,2009,Adults (18+),345.0,Alameda
6104,2009,All Ages,355.0,Alameda
6105,2009,Children (0-17),135.0,Alameda
6106,2009,Adults (18+),220.0,Alameda
6107,2009,All Ages,446.0,Alameda
6108,2009,Children (0-17),144.0,Alameda
6109,2009,Adults (18+),302.0,Alameda
6110,2009,All Ages,370.0,Alameda
6111,2009,Children (0-17),133.0,Alameda
6112,2009,Adults (18+),237.0,Alameda
6113,2009,All Ages,271.0,Alameda
6114,2009,Children (0-17),104.0,Alameda
6115,2009,Adults (18+),167.0,Alameda
6116,2009,All Ages,131.0,Alameda
6117,2009,Children (0-17),35.0,Alameda
6118,2009,Adults (18+),96.0,Alameda
6119,2009,All Ages,123.0,Alameda
6120,2009,Children (0-17),52.0,Alameda
6121,2009,Adults (18+),71.0,Alameda
6122,2009,All Ages,179.0,Alameda
6123,2009,Children (0-17),37.0,Alameda
6124,2009,Adults (18+),142.0,Alameda
6125,2009,All Ages,38.0,Alameda
6126,2009,Children (0-17),0.0,Alameda
6127,2009,Adults (18+),28.0,Alameda
6128,2009,All Ages,209.0,Alameda
6129,2009,Children (0-17),70.0,Alameda
6130,2009,Adults (18+),139.0,Alameda
6131,2009,All Ages,492.0,Alameda
6132,2009,Children (0-17),194.0,Alameda
6133,2009,Adults (18+),298.0,Alameda
6134,2009,All Ages,136.0,Alameda
6135,2009,Children (0-17),41.0,Alameda
6136,2009,Adults (18+),95.0,Alameda
6137,2009,All Ages,216.0,Alameda
6138,2009,Children (0-17),56.0,Alameda
6139,2009,Adults (18+),160.0,Alameda
6140,2009,All Ages,40.0,Alameda
6141,2009,Children (0-17),12.0,Alameda
6142,2009,Adults (18+),28.0,Alameda
6143,2009,All Ages,31.0,Alameda
6144,2009,Children (0-17),0.0,Alameda
6145,2009,Adults (18+),22.0,Alameda
6146,2009,All Ages,67.0,Alameda
6147,2009,Children (0-17),25.0,Alameda
6148,2009,Adults (18+),42.0,Alameda
6149,2009,All Ages,15.0,Alameda
6150,2009,All Ages,21.0,Alameda
6151,2009,Children (0-17),0.0,Alameda
6152,2009,Adults (18+),15.0,Alameda
6153,2009,All Ages,17.0,Alameda
6154,2009,Children (0-17),0.0,Alameda
6155,2009,Adults (18+),0.0,Alameda
6156,2009,All Ages,60.0,Alameda
6157,2009,Children (0-17),26.0,Alameda
6158,2009,Adults (18+),34.0,Alameda
6159,2009,All Ages,394.0,Contra Costa
6160,2009,Children (0-17),174.0,Contra Costa
6161,2009,Adults (18+),220.0,Contra Costa
6162,2009,All Ages,147.0,Contra Costa
6163,2009,Children (0-17),56.0,Contra Costa
6164,2009,Adults (18+),91.0,Contra Costa
6165,2009,All Ages,497.0,Contra Costa
6166,2009,Children (0-17),185.0,Contra Costa
6167,2009,Adults (18+),312.0,Contra Costa
6168,2009,All Ages,123.0,Contra Costa
6169,2009,Children (0-17),49.0,Contra Costa
6170,2009,Adults (18+),74.0,Contra Costa
6171,2009,All Ages,576.0,Contra Costa
6172,2009,Children (0-17),271.0,Contra Costa
6173,2009,Adults (18+),305.0,Contra Costa
6174,2009,All Ages,123.0,Marin
6175,2009,Children (0-17),35.0,Marin
6176,2009,Adults (18+),88.0,Marin
6177,2009,All Ages,79.0,Marin
6178,2009,Children (0-17),31.0,Marin
6179,2009,Adults (18+),48.0,Marin
6180,2009,All Ages,17.0,Marin
6181,2009,Children (0-17),0.0,Marin
6182,2009,Adults (18+),14.0,Marin
6183,2009,All Ages,20.0,Marin
6184,2009,Children (0-17),0.0,Marin
6185,2009,Adults (18+),12.0,Marin
6186,2009,All Ages,27.0,Marin
6187,2009,Children (0-17),0.0,Marin
6188,2009,Adults (18+),20.0,Marin
6189,2009,All Ages,160.0,Sonoma
6190,2009,Children (0-17),47.0,Sonoma
6191,2009,Adults (18+),113.0,Sonoma
6192,2009,All Ages,23.0,Marin
6193,2009,Children (0-17),0.0,Marin
6194,2009,Adults (18+),16.0,Marin
6195,2009,All Ages,33.0,Sonoma
6196,2009,Children (0-17),13.0,Sonoma
6197,2009,Adults (18+),20.0,Sonoma
6198,2009,All Ages,12.0,Marin
6199,2009,Children (0-17),0.0,Marin
6200,2009,Adults (18+),0.0,Marin
6201,2009,All Ages,49.0,Marin
6202,2009,Children (0-17),13.0,Marin
6203,2009,Adults (18+),36.0,Marin
6204,2009,All Ages,48.0,Marin
6205,2009,Children (0-17),15.0,Marin
6206,2009,Adults (18+),33.0,Marin
6207,2009,All Ages,94.0,Marin
6208,2009,Children (0-17),26.0,Marin
6209,2009,Adults (18+),68.0,Marin
6210,2009,All Ages,83.0,Marin
6211,2009,Children (0-17),35.0,Marin
6212,2009,Adults (18+),48.0,Marin
6213,2009,All Ages,17.0,Sonoma
6214,2009,Children (0-17),0.0,Sonoma
6215,2009,Adults (18+),0.0,Sonoma
6216,2009,All Ages,118.0,Sonoma
6217,2009,Children (0-17),34.0,Sonoma
6218,2009,Adults (18+),84.0,Sonoma
6219,2009,All Ages,142.0,Sonoma
6220,2009,Children (0-17),66.0,Sonoma
6221,2009,Adults (18+),76.0,Sonoma
6222,2009,All Ages,27.0,Marin
6223,2009,Children (0-17),0.0,Marin
6224,2009,Adults (18+),22.0,Marin
6225,2009,All Ages,19.0,Marin
6226,2009,Children (0-17),0.0,Marin
6227,2009,Adults (18+),14.0,Marin
6228,2009,All Ages,30.0,Santa Cruz
6229,2009,Children (0-17),0.0,Santa Cruz
6230,2009,Adults (18+),22.0,Santa Cruz
6231,2009,All Ages,14.0,Santa Cruz
6232,2009,Children (0-17),0.0,Santa Cruz
6233,2009,Adults (18+),14.0,Santa Cruz
6234,2009,All Ages,17.0,Santa Cruz
6235,2009,Children (0-17),0.0,Santa Cruz
6236,2009,Adults (18+),17.0,Santa Cruz
6237,2009,All Ages,105.0,Santa Clara
6238,2009,Children (0-17),29.0,Santa Clara
6239,2009,Adults (18+),76.0,Santa Clara
6240,2009,All Ages,22.0,Santa Cruz
6241,2009,Children (0-17),0.0,Santa Cruz
6242,2009,Adults (18+),15.0,Santa Cruz
6243,2009,All Ages,50.0,Monterey
6244,2009,Children (0-17),31.0,Monterey
6245,2009,Adults (18+),19.0,Monterey
6246,2009,All Ages,66.0,Santa Clara
6247,2009,Children (0-17),30.0,Santa Clara
6248,2009,Adults (18+),36.0,Santa Clara
6249,2009,All Ages,22.0,Santa Cruz
6250,2009,Children (0-17),0.0,Santa Cruz
6251,2009,Adults (18+),19.0,Santa Cruz
6252,2009,All Ages,63.0,Santa Cruz
6253,2009,Children (0-17),36.0,Santa Cruz
6254,2009,Adults (18+),27.0,Santa Cruz
6255,2009,All Ages,333.0,Santa Clara
6256,2009,Children (0-17),152.0,Santa Clara
6257,2009,Adults (18+),181.0,Santa Clara
6258,2009,All Ages,256.0,San Benito
6259,2009,Children (0-17),106.0,San Benito
6260,2009,Adults (18+),150.0,San Benito
6261,2009,All Ages,24.0,Santa Clara
6262,2009,Children (0-17),0.0,Santa Clara
6263,2009,Adults (18+),17.0,Santa Clara
6264,2009,All Ages,50.0,Santa Clara
6265,2009,Children (0-17),18.0,Santa Clara
6266,2009,Adults (18+),32.0,Santa Clara
6267,2009,All Ages,18.0,Santa Cruz
6268,2009,Children (0-17),0.0,Santa Cruz
6269,2009,Adults (18+),15.0,Santa Cruz
6270,2009,All Ages,157.0,Santa Clara
6271,2009,Children (0-17),54.0,Santa Clara
6272,2009,Adults (18+),103.0,Santa Clara
6273,2009,All Ages,190.0,Santa Clara
6274,2009,Children (0-17),62.0,Santa Clara
6275,2009,Adults (18+),128.0,Santa Clara
6276,2009,All Ages,19.0,Santa Clara
6277,2009,Children (0-17),0.0,Santa Clara
6278,2009,Adults (18+),15.0,Santa Clara
6279,2009,All Ages,90.0,Santa Clara
6280,2009,Children (0-17),26.0,Santa Clara
6281,2009,Adults (18+),64.0,Santa Clara
6282,2009,All Ages,119.0,Santa Clara
6283,2009,Children (0-17),35.0,Santa Clara
6284,2009,Adults (18+),84.0,Santa Clara
6285,2009,All Ages,46.0,Santa Clara
6286,2009,Children (0-17),21.0,Santa Clara
6287,2009,Adults (18+),25.0,Santa Clara
6288,2009,All Ages,112.0,Santa Cruz
6289,2009,Children (0-17),27.0,Santa Cruz
6290,2009,Adults (18+),85.0,Santa Cruz
6291,2009,All Ages,104.0,Santa Cruz
6292,2009,Children (0-17),32.0,Santa Cruz
6293,2009,Adults (18+),72.0,Santa Cruz
6294,2009,All Ages,14.0,Santa Cruz
6295,2009,Children (0-17),0.0,Santa Cruz
6296,2009,Adults (18+),0.0,Santa Cruz
6297,2009,All Ages,19.0,Santa Cruz
6298,2009,Children (0-17),0.0,Santa Cruz
6299,2009,Adults (18+),0.0,Santa Cruz
6300,2009,All Ages,30.0,Santa Clara
6301,2009,Children (0-17),0.0,Santa Clara
6302,2009,Adults (18+),21.0,Santa Clara
6303,2009,All Ages,14.0,Santa Cruz
6304,2009,Children (0-17),0.0,Santa Cruz
6305,2009,Adults (18+),0.0,Santa Cruz
6306,2009,All Ages,427.0,Santa Cruz
6307,2009,Children (0-17),226.0,Santa Cruz
6308,2009,Adults (18+),201.0,Santa Cruz
6309,2009,All Ages,75.0,Santa Clara
6310,2009,Children (0-17),15.0,Santa Clara
6311,2009,Adults (18+),60.0,Santa Clara
6312,2009,All Ages,294.0,Santa Clara
6313,2009,Children (0-17),89.0,Santa Clara
6314,2009,Adults (18+),205.0,Santa Clara
6315,2009,All Ages,316.0,Santa Clara
6316,2009,Children (0-17),67.0,Santa Clara
6317,2009,Adults (18+),249.0,Santa Clara
6318,2009,All Ages,15.0,Santa Clara
6319,2009,Children (0-17),0.0,Santa Clara
6320,2009,Adults (18+),13.0,Santa Clara
