id,year,age,number_of_visits,county
627,2012,Children (0-17),28.0,Ventura
628,2012,Adults (18+),57.0,Ventura
629,2012,AllAges,89.0,Los Angeles
630,2012,Children (0-17),22.0,Los Angeles
631,2012,Adults (18+),67.0,Los Angeles
632,2012,AllAges,138.0,Los Angeles
633,2012,Children (0-17),37.0,Los Angeles
634,2012,Adults (18+),101.0,Los Angeles
635,2012,AllAges,22.0,Ventura
636,2012,Children (0-17),0.0,Ventura
637,2012,Adults (18+),12.0,Ventura
638,2012,AllAges,20.0,Los Angeles
639,2012,Children (0-17),0.0,Los Angeles
640,2012,Adults (18+),0.0,Los Angeles
641,2012,AllAges,65.0,Los Angeles
642,2012,Children (0-17),24.0,Los Angeles
643,2012,Adults (18+),41.0,Los Angeles
644,2012,AllAges,156.0,Los Angeles
645,2012,Children (0-17),58.0,Los Angeles
646,2012,Adults (18+),98.0,Los Angeles
647,2012,AllAges,28.0,Los Angeles
648,2012,Children (0-17),13.0,Los Angeles
649,2012,Adults (18+),15.0,Los Angeles
650,2012,AllAges,192.0,Los Angeles
651,2012,Children (0-17),81.0,Los Angeles
652,2012,Adults (18+),111.0,Los Angeles
653,2012,AllAges,591.0,Los Angeles
654,2012,Children (0-17),199.0,Los Angeles
655,2012,Adults (18+),392.0,Los Angeles
656,2012,AllAges,74.0,Los Angeles
657,2012,Children (0-17),20.0,Los Angeles
658,2012,Adults (18+),54.0,Los Angeles
659,2012,AllAges,444.0,Los Angeles
660,2012,Children (0-17),173.0,Los Angeles
661,2012,Adults (18+),271.0,Los Angeles
662,2012,AllAges,356.0,Los Angeles
663,2012,Children (0-17),130.0,Los Angeles
664,2012,Adults (18+),226.0,Los Angeles
665,2012,AllAges,148.0,Los Angeles
666,2012,Children (0-17),51.0,Los Angeles
667,2012,Adults (18+),97.0,Los Angeles
668,2012,AllAges,64.0,Los Angeles
669,2012,Children (0-17),24.0,Los Angeles
670,2012,Adults (18+),40.0,Los Angeles
671,2012,AllAges,109.0,Fresno
672,2012,AllAges,31.0,Los Angeles
673,2012,Children (0-17),0.0,Los Angeles
674,2012,Adults (18+),25.0,Los Angeles
675,2012,AllAges,61.0,Los Angeles
676,2012,Children (0-17),20.0,Los Angeles
677,2012,Adults (18+),41.0,Los Angeles
678,2012,AllAges,40.0,Los Angeles
679,2012,Children (0-17),17.0,Los Angeles
680,2012,Adults (18+),23.0,Los Angeles
681,2012,AllAges,81.0,Los Angeles
682,2012,Children (0-17),18.0,Los Angeles
683,2012,Adults (18+),63.0,Los Angeles
684,2012,AllAges,112.0,Los Angeles
685,2012,Children (0-17),33.0,Los Angeles
686,2012,Adults (18+),79.0,Los Angeles
687,2012,AllAges,84.0,Los Angeles
688,2012,Children (0-17),29.0,Los Angeles
689,2012,Adults (18+),55.0,Los Angeles
690,2012,AllAges,193.0,Los Angeles
691,2012,Children (0-17),59.0,Los Angeles
692,2012,Adults (18+),134.0,Los Angeles
693,2012,AllAges,44.0,Los Angeles
694,2012,Children (0-17),12.0,Los Angeles
695,2012,Adults (18+),32.0,Los Angeles
696,2012,AllAges,66.0,Los Angeles
697,2012,Children (0-17),14.0,Los Angeles
698,2012,Adults (18+),52.0,Los Angeles
699,2012,AllAges,394.0,Los Angeles
700,2012,Children (0-17),166.0,Los Angeles
701,2012,Adults (18+),228.0,Los Angeles
702,2012,AllAges,245.0,Los Angeles
703,2012,Children (0-17),115.0,Los Angeles
704,2012,Adults (18+),130.0,Los Angeles
705,2012,AllAges,101.0,Los Angeles
706,2012,Children (0-17),38.0,Los Angeles
707,2012,Adults (18+),63.0,Los Angeles
708,2012,AllAges,119.0,San Bernadino
709,2012,Children (0-17),40.0,San Bernadino
710,2012,Adults (18+),79.0,San Bernadino
711,2012,AllAges,342.0,Los Angeles
712,2012,Children (0-17),161.0,Los Angeles
713,2012,Adults (18+),181.0,Los Angeles
714,2012,AllAges,411.0,Los Angeles
715,2012,Children (0-17),178.0,Los Angeles
716,2012,Adults (18+),233.0,Los Angeles
717,2012,AllAges,14.0,San Bernadino
718,2012,Children (0-17),0.0,San Bernadino
719,2012,Adults (18+),0.0,San Bernadino
720,2012,AllAges,197.0,San Bernadino
721,2012,Children (0-17),92.0,San Bernadino
722,2012,Adults (18+),105.0,San Bernadino
723,2012,AllAges,309.0,San Bernadino
724,2012,Children (0-17),151.0,San Bernadino
725,2012,Adults (18+),158.0,San Bernadino
726,2012,AllAges,103.0,Los Angeles
727,2012,Children (0-17),32.0,Los Angeles
728,2012,Adults (18+),71.0,Los Angeles
729,2012,AllAges,137.0,Los Angeles
730,2012,Children (0-17),59.0,Los Angeles
731,2012,Adults (18+),78.0,Los Angeles
732,2012,AllAges,93.0,Los Angeles
733,2012,Children (0-17),38.0,Los Angeles
734,2012,Adults (18+),55.0,Los Angeles
735,2012,AllAges,105.0,Los Angeles
736,2012,Children (0-17),44.0,Los Angeles
737,2012,Adults (18+),61.0,Los Angeles
738,2012,AllAges,304.0,San Bernadino
739,2012,Children (0-17),132.0,San Bernadino
740,2012,Adults (18+),172.0,San Bernadino
741,2012,AllAges,137.0,Los Angeles
742,2012,Children (0-17),57.0,Los Angeles
743,2012,Adults (18+),80.0,Los Angeles
744,2012,AllAges,368.0,Los Angeles
745,2012,Children (0-17),144.0,Los Angeles
746,2012,Adults (18+),224.0,Los Angeles
747,2012,AllAges,223.0,Los Angeles
748,2012,Children (0-17),111.0,Los Angeles
749,2012,Adults (18+),112.0,Los Angeles
750,2012,AllAges,47.0,San Bernadino
751,2012,Children (0-17),21.0,San Bernadino
752,2012,Adults (18+),26.0,San Bernadino
753,2012,AllAges,106.0,San Bernadino
754,2012,Children (0-17),37.0,San Bernadino
755,2012,Adults (18+),69.0,San Bernadino
756,2012,AllAges,127.0,Los Angeles
757,2012,Children (0-17),52.0,Los Angeles
758,2012,Adults (18+),75.0,Los Angeles
759,2012,AllAges,62.0,Los Angeles
760,2012,Children (0-17),22.0,Los Angeles
761,2012,Adults (18+),40.0,Los Angeles
762,2012,AllAges,512.0,Los Angeles
763,2012,Children (0-17),225.0,Los Angeles
764,2012,Adults (18+),287.0,Los Angeles
765,2012,AllAges,199.0,Los Angeles
766,2012,Children (0-17),84.0,Los Angeles
767,2012,Adults (18+),115.0,Los Angeles
768,2012,AllAges,122.0,Los Angeles
769,2012,Children (0-17),62.0,Los Angeles
770,2012,Adults (18+),60.0,Los Angeles
771,2012,AllAges,120.0,Los Angeles
772,2012,Children (0-17),46.0,Los Angeles
773,2012,Adults (18+),74.0,Los Angeles
774,2012,AllAges,90.0,Los Angeles
775,2012,Children (0-17),29.0,Los Angeles
776,2012,Adults (18+),61.0,Los Angeles
777,2012,AllAges,130.0,Riverside
778,2012,Children (0-17),47.0,Riverside
779,2012,Adults (18+),83.0,Riverside
780,2012,AllAges,97.0,Los Angeles
781,2012,Children (0-17),31.0,Los Angeles
782,2012,Adults (18+),66.0,Los Angeles
783,2012,AllAges,57.0,Los Angeles
784,2012,Children (0-17),20.0,Los Angeles
785,2012,Adults (18+),37.0,Los Angeles
786,2012,AllAges,252.0,San Bernadino
787,2012,Children (0-17),123.0,San Bernadino
788,2012,Adults (18+),129.0,San Bernadino
789,2012,AllAges,336.0,San Bernadino
790,2012,Children (0-17),164.0,San Bernadino
791,2012,Adults (18+),172.0,San Bernadino
792,2012,AllAges,266.0,San Bernadino
793,2012,Children (0-17),116.0,San Bernadino
794,2012,Adults (18+),150.0,San Bernadino
795,2012,AllAges,426.0,San Bernadino
796,2012,Children (0-17),174.0,San Bernadino
797,2012,Adults (18+),252.0,San Bernadino
798,2012,AllAges,85.0,Los Angeles
799,2012,Children (0-17),29.0,Los Angeles
800,2012,Adults (18+),56.0,Los Angeles
801,2012,AllAges,426.0,Los Angeles
802,2012,Children (0-17),206.0,Los Angeles
803,2012,Adults (18+),220.0,Los Angeles
804,2012,AllAges,351.0,Los Angeles
805,2012,Children (0-17),138.0,Los Angeles
806,2012,Adults (18+),213.0,Los Angeles
807,2012,AllAges,228.0,Los Angeles
808,2012,Children (0-17),119.0,Los Angeles
809,2012,Adults (18+),109.0,Los Angeles
810,2012,AllAges,213.0,Los Angeles
811,2012,Children (0-17),96.0,Los Angeles
812,2012,Adults (18+),117.0,Los Angeles
813,2012,AllAges,145.0,Los Angeles
814,2012,Children (0-17),32.0,Los Angeles
815,2012,Adults (18+),113.0,Los Angeles
816,2012,AllAges,46.0,Los Angeles
817,2012,Children (0-17),15.0,Los Angeles
818,2012,Adults (18+),31.0,Los Angeles
819,2012,AllAges,94.0,Los Angeles
820,2012,Children (0-17),36.0,Los Angeles
821,2012,Adults (18+),58.0,Los Angeles
822,2012,AllAges,82.0,Los Angeles
823,2012,Children (0-17),29.0,Los Angeles
824,2012,Adults (18+),53.0,Los Angeles
825,2012,AllAges,60.0,San Bernadino
826,2012,Children (0-17),24.0,San Bernadino
827,2012,Adults (18+),36.0,San Bernadino
828,2012,AllAges,354.0,San Bernadino
829,2012,Children (0-17),130.0,San Bernadino
830,2012,Adults (18+),224.0,San Bernadino
831,2012,AllAges,62.0,Los Angeles
832,2012,Children (0-17),26.0,Los Angeles
833,2012,Adults (18+),36.0,Los Angeles
834,2012,AllAges,191.0,Los Angeles
835,2012,Children (0-17),71.0,Los Angeles
836,2012,Adults (18+),120.0,Los Angeles
837,2012,AllAges,118.0,Los Angeles
838,2012,Children (0-17),48.0,Los Angeles
839,2012,Adults (18+),70.0,Los Angeles
840,2012,AllAges,156.0,Los Angeles
841,2012,Children (0-17),62.0,Los Angeles
842,2012,Adults (18+),94.0,Los Angeles
843,2012,AllAges,153.0,Los Angeles
844,2012,Children (0-17),55.0,Los Angeles
845,2012,Adults (18+),98.0,Los Angeles
846,2012,AllAges,95.0,Los Angeles
847,2012,Children (0-17),45.0,Los Angeles
848,2012,Adults (18+),50.0,Los Angeles
849,2012,AllAges,36.0,San Diego
850,2012,Children (0-17),16.0,San Diego
851,2012,Adults (18+),20.0,San Diego
852,2012,AllAges,46.0,San Diego
853,2012,Children (0-17),17.0,San Diego
854,2012,Adults (18+),29.0,San Diego
855,2012,AllAges,389.0,San Diego
856,2012,Children (0-17),169.0,San Diego
857,2012,Adults (18+),220.0,San Diego
858,2012,AllAges,490.0,San Diego
859,2012,Children (0-17),230.0,San Diego
860,2012,Adults (18+),260.0,San Diego
861,2012,AllAges,111.0,San Diego
862,2012,Children (0-17),69.0,San Diego
863,2012,Adults (18+),42.0,San Diego
864,2012,AllAges,40.0,San Diego
865,2012,Children (0-17),32.0,San Diego
866,2012,Adults (18+),0.0,San Diego
867,2012,AllAges,53.0,San Diego
868,2012,Children (0-17),39.0,San Diego
869,2012,Adults (18+),14.0,San Diego
870,2012,Children (0-17),0.0,Alameda
871,2012,AllAges,155.0,San Diego
872,2012,Children (0-17),82.0,San Diego
873,2012,Adults (18+),73.0,San Diego
874,2012,AllAges,95.0,San Diego
875,2012,Children (0-17),40.0,San Diego
876,2012,Adults (18+),55.0,San Diego
877,2012,AllAges,165.0,San Diego
878,2012,Children (0-17),48.0,San Diego
879,2012,Adults (18+),117.0,San Diego
880,2012,AllAges,141.0,San Diego
881,2012,Children (0-17),72.0,San Diego
882,2012,Adults (18+),69.0,San Diego
883,2012,AllAges,370.0,San Diego
884,2012,Children (0-17),190.0,San Diego
885,2012,Adults (18+),180.0,San Diego
886,2012,AllAges,317.0,San Diego
887,2012,Children (0-17),143.0,San Diego
888,2012,Adults (18+),174.0,San Diego
889,2012,AllAges,32.0,San Diego
890,2012,Children (0-17),16.0,San Diego
891,2012,Adults (18+),16.0,San Diego
892,2012,AllAges,19.0,San Diego
893,2012,Children (0-17),0.0,San Diego
894,2012,Adults (18+),13.0,San Diego
895,2012,AllAges,28.0,San Diego
896,2012,Children (0-17),0.0,San Diego
897,2012,Adults (18+),18.0,San Diego
898,2012,AllAges,89.0,San Diego
899,2012,Children (0-17),26.0,San Diego
900,2012,Adults (18+),63.0,San Diego
901,2012,AllAges,66.0,San Diego
902,2012,Children (0-17),40.0,San Diego
903,2012,Adults (18+),26.0,San Diego
904,2012,AllAges,30.0,San Diego
905,2012,Children (0-17),19.0,San Diego
906,2012,Adults (18+),0.0,San Diego
907,2012,AllAges,32.0,San Diego
908,2012,Children (0-17),17.0,San Diego
909,2012,Adults (18+),15.0,San Diego
910,2012,AllAges,128.0,San Diego
911,2012,Children (0-17),48.0,San Diego
912,2012,Adults (18+),80.0,San Diego
913,2012,AllAges,307.0,San Diego
914,2012,Children (0-17),107.0,San Diego
915,2012,Adults (18+),200.0,San Diego
916,2012,AllAges,334.0,San Diego
917,2012,Children (0-17),112.0,San Diego
918,2012,Adults (18+),222.0,San Diego
919,2012,AllAges,65.0,San Diego
920,2012,Children (0-17),24.0,San Diego
921,2012,Adults (18+),41.0,San Diego
922,2012,AllAges,147.0,San Diego
923,2012,Children (0-17),59.0,San Diego
924,2012,Adults (18+),88.0,San Diego
925,2012,AllAges,122.0,San Diego
926,2012,Children (0-17),42.0,San Diego
927,2012,Adults (18+),80.0,San Diego
928,2012,AllAges,143.0,San Diego
929,2012,Children (0-17),62.0,San Diego
930,2012,Adults (18+),81.0,San Diego
931,2012,AllAges,163.0,San Diego
932,2012,Children (0-17),70.0,San Diego
933,2012,Adults (18+),93.0,San Diego
934,2012,AllAges,31.0,San Diego
935,2012,Children (0-17),12.0,San Diego
936,2012,Adults (18+),19.0,San Diego
937,2012,AllAges,46.0,San Diego
938,2012,Children (0-17),0.0,Marin
939,2012,Children (0-17),23.0,San Diego
940,2012,Adults (18+),23.0,San Diego
941,2012,AllAges,157.0,San Diego
942,2012,Children (0-17),57.0,San Diego
943,2012,Adults (18+),100.0,San Diego
944,2012,AllAges,191.0,San Diego
945,2012,Children (0-17),96.0,San Diego
946,2012,Adults (18+),95.0,San Diego
947,2012,AllAges,170.0,San Diego
948,2012,Children (0-17),76.0,San Diego
949,2012,Adults (18+),94.0,San Diego
950,2012,AllAges,166.0,San Diego
951,2012,Children (0-17),93.0,San Diego
952,2012,Adults (18+),73.0,San Diego
953,2012,AllAges,119.0,San Diego
954,2012,Children (0-17),60.0,San Diego
955,2012,Adults (18+),59.0,San Diego
956,2012,AllAges,89.0,San Diego
957,2012,Children (0-17),48.0,San Diego
958,2012,Adults (18+),41.0,San Diego
959,2012,AllAges,56.0,San Diego
960,2012,Children (0-17),21.0,San Diego
961,2012,Adults (18+),35.0,San Diego
962,2012,AllAges,95.0,San Diego
963,2012,Children (0-17),52.0,San Diego
964,2012,Adults (18+),43.0,San Diego
965,2012,AllAges,188.0,San Diego
966,2012,Children (0-17),80.0,San Diego
967,2012,Adults (18+),108.0,San Diego
968,2012,AllAges,18.0,San Diego
969,2012,Children (0-17),0.0,San Diego
970,2012,Adults (18+),0.0,San Diego
971,2012,AllAges,74.0,San Diego
972,2012,Children (0-17),33.0,San Diego
973,2012,Adults (18+),41.0,San Diego
974,2012,AllAges,72.0,San Diego
975,2012,Children (0-17),33.0,San Diego
976,2012,Adults (18+),39.0,San Diego
977,2012,AllAges,39.0,San Diego
978,2012,Children (0-17),14.0,San Diego
979,2012,Adults (18+),25.0,San Diego
980,2012,AllAges,175.0,San Diego
981,2012,Children (0-17),79.0,San Diego
982,2012,Adults (18+),96.0,San Diego
983,2012,AllAges,157.0,San Diego
984,2012,Children (0-17),79.0,San Diego
985,2012,Adults (18+),78.0,San Diego
986,2012,AllAges,250.0,San Diego
987,2012,Children (0-17),24.0,San Diego
988,2012,Adults (18+),226.0,San Diego
989,2012,AllAges,384.0,San Diego
990,2012,Children (0-17),195.0,San Diego
991,2012,Adults (18+),189.0,San Diego
992,2012,AllAges,121.0,San Diego
993,2012,Children (0-17),16.0,San Diego
994,2012,Adults (18+),105.0,San Diego
995,2012,AllAges,233.0,San Diego
996,2012,Children (0-17),63.0,San Diego
997,2012,Adults (18+),170.0,San Diego
998,2012,AllAges,517.0,San Diego
999,2012,Children (0-17),293.0,San Diego
1000,2012,Adults (18+),224.0,San Diego
1001,2012,AllAges,31.0,San Diego
1002,2012,Children (0-17),18.0,San Diego
1003,2012,Adults (18+),13.0,San Diego
1004,2012,AllAges,71.0,San Diego
1005,2012,Children (0-17),28.0,San Diego
1006,2012,Adults (18+),43.0,San Diego
1007,2012,AllAges,38.0,San Diego
1008,2012,Children (0-17),0.0,San Diego
1009,2012,Adults (18+),28.0,San Diego
1010,2012,AllAges,77.0,San Diego
1011,2012,Children (0-17),22.0,San Diego
1012,2012,Adults (18+),55.0,San Diego
1013,2012,AllAges,68.0,San Diego
1014,2012,Children (0-17),27.0,San Diego
1015,2012,Adults (18+),41.0,San Diego
1016,2012,AllAges,230.0,San Diego
1017,2012,Children (0-17),129.0,San Diego
1018,2012,Adults (18+),101.0,San Diego
1019,2012,AllAges,579.0,San Diego
1020,2012,Children (0-17),271.0,San Diego
1021,2012,Adults (18+),308.0,San Diego
1022,2012,AllAges,647.0,San Diego
1023,2012,Children (0-17),227.0,San Diego
1024,2012,Adults (18+),420.0,San Diego
1025,2012,AllAges,314.0,San Diego
1026,2012,Children (0-17),116.0,San Diego
1027,2012,Adults (18+),198.0,San Diego
1028,2012,AllAges,138.0,San Diego
1029,2012,Children (0-17),60.0,San Diego
1030,2012,Adults (18+),78.0,San Diego
1031,2012,AllAges,156.0,San Diego
1032,2012,Children (0-17),84.0,San Diego
1033,2012,Adults (18+),72.0,San Diego
1034,2012,AllAges,42.0,San Diego
1035,2012,Children (0-17),25.0,San Diego
1036,2012,Adults (18+),17.0,San Diego
1037,2012,AllAges,61.0,San Diego
1038,2012,Children (0-17),28.0,San Diego
1039,2012,Adults (18+),33.0,San Diego
1040,2012,AllAges,85.0,San Diego
1041,2012,Children (0-17),31.0,San Diego
1042,2012,Adults (18+),54.0,San Diego
1043,2012,AllAges,60.0,San Diego
1044,2012,Children (0-17),19.0,San Diego
1045,2012,Adults (18+),41.0,San Diego
1046,2012,AllAges,130.0,San Diego
1047,2012,Children (0-17),69.0,San Diego
1048,2012,Adults (18+),61.0,San Diego
1049,2012,AllAges,84.0,San Diego
1050,2012,Children (0-17),51.0,San Diego
1051,2012,Adults (18+),33.0,San Diego
1052,2012,AllAges,205.0,San Diego
1053,2012,Children (0-17),103.0,San Diego
1054,2012,Adults (18+),102.0,San Diego
1055,2012,AllAges,61.0,San Diego
1056,2012,Children (0-17),42.0,San Diego
1057,2012,Adults (18+),19.0,San Diego
1058,2012,AllAges,82.0,San Diego
1059,2012,Children (0-17),37.0,San Diego
1060,2012,Adults (18+),45.0,San Diego
1061,2012,AllAges,98.0,San Diego
1062,2012,Children (0-17),49.0,San Diego
1063,2012,Adults (18+),49.0,San Diego
1064,2012,AllAges,61.0,San Diego
1065,2012,Children (0-17),28.0,San Diego
1066,2012,Adults (18+),33.0,San Diego
1067,2012,AllAges,42.0,San Diego
1068,2012,Children (0-17),25.0,San Diego
1069,2012,Adults (18+),17.0,San Diego
1070,2012,AllAges,197.0,San Diego
1071,2012,Children (0-17),78.0,San Diego
1072,2012,Adults (18+),119.0,San Diego
1073,2012,AllAges,358.0,San Diego
1074,2012,Children (0-17),182.0,San Diego
1075,2012,Adults (18+),176.0,San Diego
1076,2012,AllAges,142.0,San Diego
1077,2012,Children (0-17),73.0,San Diego
1078,2012,Adults (18+),69.0,San Diego
1079,2012,AllAges,313.0,Riverside
1080,2012,Children (0-17),158.0,Riverside
1081,2012,Adults (18+),155.0,Riverside
1082,2012,AllAges,65.0,Riverside
1083,2012,Children (0-17),33.0,Riverside
1084,2012,Adults (18+),32.0,Riverside
1085,2012,AllAges,46.0,Riverside
1086,2012,Children (0-17),13.0,Riverside
1087,2012,Adults (18+),33.0,Riverside
1088,2012,AllAges,262.0,Riverside
1089,2012,Children (0-17),104.0,Riverside
1090,2012,Adults (18+),158.0,Riverside
1091,2012,AllAges,258.0,Riverside
1092,2012,Children (0-17),112.0,Riverside
1093,2012,Adults (18+),146.0,Riverside
1094,2012,AllAges,170.0,Riverside
1095,2012,Children (0-17),74.0,Riverside
1096,2012,Adults (18+),96.0,Riverside
1097,2012,AllAges,360.0,Imperial
1098,2012,Children (0-17),206.0,Imperial
1099,2012,Adults (18+),154.0,Imperial
1100,2012,AllAges,50.0,Riverside
1101,2012,Children (0-17),19.0,Riverside
1102,2012,Adults (18+),31.0,Riverside
1103,2012,AllAges,185.0,Imperial
1104,2012,Children (0-17),103.0,Imperial
1105,2012,Children (0-17),0.0,Del Norte
1106,2012,Adults (18+),82.0,Imperial
1107,2012,AllAges,36.0,Imperial
1108,2012,Children (0-17),22.0,Imperial
1109,2012,Adults (18+),14.0,Imperial
1110,2012,AllAges,210.0,Riverside
1111,2012,Children (0-17),92.0,Riverside
1112,2012,Adults (18+),118.0,Riverside
1113,2012,AllAges,179.0,Riverside
1114,2012,Children (0-17),102.0,Riverside
1115,2012,Adults (18+),77.0,Riverside
1116,2012,AllAges,210.0,Riverside
1117,2012,Children (0-17),103.0,Riverside
1118,2012,Adults (18+),107.0,Riverside
1119,2012,AllAges,19.0,Riverside
1120,2012,Children (0-17),0.0,Riverside
1121,2012,Adults (18+),12.0,Riverside
1122,2012,AllAges,495.0,Imperial
1123,2012,Children (0-17),244.0,Imperial
1124,2012,Adults (18+),251.0,Imperial
1125,2012,AllAges,40.0,Imperial
1126,2012,Children (0-17),31.0,Imperial
1127,2012,Adults (18+),0.0,Imperial
1128,2012,AllAges,66.0,Imperial
1129,2012,Children (0-17),29.0,Imperial
1130,2012,Adults (18+),37.0,Imperial
1131,2012,AllAges,141.0,Imperial
1132,2012,Children (0-17),87.0,Imperial
1133,2012,Adults (18+),54.0,Imperial
1134,2012,AllAges,82.0,San Bernadino
1135,2012,Children (0-17),15.0,San Bernadino
1136,2012,Adults (18+),67.0,San Bernadino
1137,2012,AllAges,101.0,Riverside
1138,2012,Children (0-17),43.0,Riverside
1139,2012,Adults (18+),58.0,Riverside
1140,2012,AllAges,24.0,Riverside
1141,2012,Children (0-17),0.0,Riverside
1142,2012,Adults (18+),15.0,Riverside
1143,2012,AllAges,21.0,San Bernadino
1144,2012,Children (0-17),0.0,San Bernadino
1145,2012,Adults (18+),15.0,San Bernadino
1146,2012,AllAges,23.0,Imperial
1147,2012,Children (0-17),0.0,Imperial
1148,2012,Adults (18+),15.0,Imperial
1149,2012,AllAges,88.0,Riverside
1150,2012,Children (0-17),38.0,Riverside
1151,2012,Adults (18+),50.0,Riverside
1152,2012,AllAges,112.0,Riverside
1153,2012,Children (0-17),24.0,Riverside
1154,2012,Adults (18+),88.0,Riverside
1155,2012,AllAges,70.0,Riverside
1156,2012,Children (0-17),13.0,Riverside
1157,2012,Adults (18+),57.0,Riverside
1158,2012,AllAges,39.0,Riverside
1159,2012,Children (0-17),0.0,Riverside
1160,2012,Adults (18+),35.0,Riverside
1161,2012,AllAges,85.0,Riverside
1162,2012,Children (0-17),54.0,Riverside
1163,2012,Adults (18+),31.0,Riverside
1164,2012,AllAges,29.0,Riverside
1165,2012,Children (0-17),0.0,Riverside
1166,2012,Adults (18+),25.0,Riverside
1167,2012,AllAges,116.0,San Bernadino
1168,2012,Children (0-17),25.0,San Bernadino
1169,2012,Adults (18+),91.0,San Bernadino
1170,2012,AllAges,31.0,Imperial
1171,2012,Children (0-17),15.0,Imperial
1172,2012,Adults (18+),16.0,Imperial
1173,2012,AllAges,13.0,Riverside
1174,2012,AllAges,112.0,San Bernadino
1175,2012,Children (0-17),27.0,San Bernadino
1176,2012,Adults (18+),85.0,San Bernadino
1177,2012,AllAges,349.0,San Bernadino
1178,2012,Children (0-17),170.0,San Bernadino
1179,2012,Adults (18+),179.0,San Bernadino
1180,2012,AllAges,391.0,San Bernadino
